maintenance_id,start_time,end_time,machine_id,line_id,technician_id,maintenance_type_id,related_failure_id,duration_minutes,labor_cost,parts_cost,part_id,part_quantity,total_cost
55,2022-02-24 00:41:00,2022-02-24 04:00:00,4,1,8,2,7,199,1393,1800,1,1,3193
56,2022-02-24 03:38:00,2022-02-24 06:00:00,11,3,8,2,8,142,994,0,,0,994
57,2022-02-28 21:51:00,2022-02-28 22:25:00,11,3,6,1,,34,181,0,,0,181
58,2022-03-01 04:57:00,2022-03-01 11:00:00,10,3,9,2,9,363,2360,19500,12,1,21860
59,2022-03-01 13:23:00,2022-03-01 15:00:00,12,3,10,2,10,97,630,3500,5,1,4130
60,2022-03-01 16:19:00,2022-03-01 17:02:00,9,3,3,1,,43,251,0,,0,251
61,2022-03-02 14:16:00,2022-03-02 15:08:00,3,1,8,1,,52,364,18500,10,1,18864
62,2022-03-03 18:10:00,2022-03-03 18:58:00,2,1,9,1,,48,312,0,,0,312
63,2022-03-03 21:42:00,2022-03-03 22:38:00,7,2,5,1,,56,327,0,,0,327
64,2022-03-04 13:57:00,2022-03-04 14:35:00,8,2,6,1,,38,203,25000,9,2,25203
65,2022-03-04 14:28:00,2022-03-04 15:16:00,6,2,7,1,,48,280,1800,1,1,2080
66,2022-03-05 17:14:00,2022-03-05 17:34:00,10,3,8,1,,20,140,0,,0,140
67,2022-03-05 18:56:00,2022-03-05 19:54:00,5,2,9,1,,58,377,0,,0,377
68,2022-03-05 20:53:00,2022-03-05 21:22:00,4,1,3,1,,29,169,19500,12,1,19669
69,2022-03-05 21:59:00,2022-03-05 22:39:00,1,1,2,1,,40,247,0,,0,247
70,2022-03-07 00:17:00,2022-03-07 04:00:00,11,3,7,2,11,223,1301,0,,0,1301
71,2022-03-07 11:21:00,2022-03-07 14:00:00,7,2,10,2,12,159,1034,10500,5,3,11534
72,2022-03-08 15:27:00,2022-03-08 16:18:00,12,3,3,1,,51,298,0,,0,298
73,2022-03-09 10:55:00,2022-03-09 18:00:00,1,1,7,2,13,425,2479,44000,11,2,46479
74,2022-03-10 19:18:00,2022-03-11 00:00:00,4,1,8,2,14,282,1974,55000,17,1,56974
75,2022-03-13 06:10:00,2022-03-13 11:00:00,9,3,5,2,15,290,1692,4800,2,2,6492
76,2022-03-13 08:36:00,2022-03-13 09:35:00,11,3,9,1,,59,384,0,,0,384
77,2022-03-13 19:52:00,2022-03-13 20:51:00,3,1,9,1,,59,384,0,,0,384
78,2022-03-15 11:43:00,2022-03-15 12:11:00,9,3,6,1,,28,149,0,,0,149
79,2022-03-15 12:13:00,2022-03-15 19:00:00,6,2,6,2,16,407,2171,84000,16,2,86171
80,2022-03-15 15:40:00,2022-03-15 16:02:00,4,1,9,1,,22,143,38000,19,1,38143
81,2022-03-15 21:08:00,2022-03-15 21:39:00,7,2,8,1,,31,217,0,,0,217
82,2022-03-16 14:20:00,2022-03-16 15:15:00,2,1,6,1,,55,293,3500,5,1,3793
83,2022-03-17 07:22:00,2022-03-17 08:19:00,5,2,5,1,,57,332,0,,0,332
84,2022-03-17 07:40:00,2022-03-17 09:00:00,2,1,6,2,17,80,427,18500,10,1,18927
85,2022-03-17 07:56:00,2022-03-17 10:00:00,8,2,4,2,18,124,661,4800,7,1,5461
86,2022-03-17 18:37:00,2022-03-17 20:00:00,5,2,10,2,19,83,540,76000,19,2,76540
87,2022-03-17 19:37:00,2022-03-17 19:57:00,10,3,7,1,,20,117,900,3,1,1017
88,2022-03-18 13:27:00,2022-03-18 13:51:00,8,2,2,1,,24,148,0,,0,148
89,2022-03-18 15:21:00,2022-03-18 16:05:00,1,1,2,1,,44,271,0,,0,271
90,2022-03-20 11:07:00,2022-03-20 11:50:00,12,3,10,1,,43,280,0,,0,280
91,2022-03-20 15:26:00,2022-03-20 17:00:00,10,3,6,2,20,94,501,47000,20,1,47501
92,2022-03-24 19:31:00,2022-03-25 01:00:00,11,3,2,2,21,329,2029,900,3,1,2929
93,2022-03-25 12:50:00,2022-03-25 13:15:00,3,1,7,1,,25,146,0,,0,146
94,2022-03-25 14:16:00,2022-03-25 14:44:00,6,2,10,1,,28,182,0,,0,182
95,2022-03-25 20:44:00,2022-03-25 21:24:00,7,2,3,1,,40,233,0,,0,233
96,2022-03-26 09:36:00,2022-03-26 10:23:00,9,3,6,1,,47,251,0,,0,251
97,2022-03-26 13:22:00,2022-03-26 14:21:00,11,3,9,1,,59,384,0,,0,384
98,2022-03-26 13:34:00,2022-03-26 14:28:00,2,1,5,1,,54,315,17400,15,2,17715
99,2022-03-27 06:57:00,2022-03-27 12:00:00,3,1,5,2,22,303,1768,0,,0,1768
100,2022-03-29 10:53:00,2022-03-29 11:35:00,4,1,2,1,,42,259,0,,0,259
101,2022-03-29 20:11:00,2022-03-30 01:00:00,12,3,3,2,23,289,1686,19500,12,1,21186
102,2022-03-30 16:41:00,2022-03-30 17:28:00,1,1,4,1,,47,251,0,,0,251
103,2022-03-31 09:15:00,2022-03-31 09:42:00,5,2,3,1,,27,158,0,,0,158
104,2022-03-31 15:19:00,2022-03-31 18:00:00,2,1,4,2,24,161,859,60000,18,1,60859
105,2022-03-31 20:00:00,2022-03-31 23:00:00,1,1,2,2,25,180,1110,9800,14,1,10910
106,2022-03-31 21:28:00,2022-03-31 21:52:00,10,3,2,1,,24,148,22000,11,1,22148
107,2022-04-01 09:53:00,2022-04-01 10:31:00,8,2,6,1,,38,203,0,,0,203
108,2022-04-03 07:07:00,2022-04-03 07:33:00,12,3,9,1,,26,169,16000,13,1,16169
109,2022-04-03 17:55:00,2022-04-03 21:24:00,10,3,3,1,,209,1219,38000,19,1,39219
110,2022-04-03 19:31:00,2022-04-03 23:00:00,6,2,2,2,26,209,1289,0,,0,1289
111,2022-04-04 07:59:00,2022-04-04 08:47:00,6,2,2,1,,48,296,0,,0,296
112,2022-04-04 09:33:00,2022-04-04 14:00:00,8,2,8,2,27,267,1869,1800,1,1,3669
113,2022-04-05 09:51:00,2022-04-05 15:58:00,8,2,7,1,,367,2141,0,,0,2141
114,2022-04-05 21:19:00,2022-04-06 02:00:00,10,3,5,2,28,281,1639,3200,8,1,4839
115,2022-04-06 06:38:00,2022-04-06 07:29:00,2,1,9,1,,51,332,0,,0,332
116,2022-04-06 12:50:00,2022-04-06 13:17:00,3,1,5,1,,27,158,16000,13,1,16158
117,2022-04-06 17:39:00,2022-04-06 18:00:00,9,3,8,1,,21,147,120000,18,2,120147
118,2022-04-07 17:37:00,2022-04-07 18:27:00,7,2,8,1,,50,350,0,,0,350
119,2022-04-08 08:19:00,2022-04-08 09:13:00,4,1,3,1,,54,315,0,,0,315
120,2022-04-08 19:46:00,2022-04-09 02:18:00,11,3,2,1,,392,2417,19500,12,1,21917
121,2022-04-09 19:55:00,2022-04-09 20:24:00,11,3,8,1,,29,203,44000,11,2,44203
122,2022-04-11 17:20:00,2022-04-11 17:46:00,10,3,4,1,,26,139,0,,0,139
123,2022-04-12 12:51:00,2022-04-12 13:13:00,1,1,6,1,,22,117,0,,0,117
124,2022-04-12 16:53:00,2022-04-12 17:24:00,8,2,7,1,,31,181,0,,0,181
125,2022-04-12 20:00:00,2022-04-12 23:29:00,2,1,7,1,,209,1219,0,,0,1219
126,2022-04-14 06:37:00,2022-04-14 09:00:00,4,1,9,2,29,143,930,1800,1,1,2730
127,2022-04-14 06:54:00,2022-04-14 07:21:00,5,2,7,1,,27,158,0,,0,158
128,2022-04-15 03:54:00,2022-04-15 07:00:00,7,2,2,2,30,186,1147,38000,19,1,39147
129,2022-04-15 07:57:00,2022-04-15 08:56:00,6,2,6,1,,59,315,0,,0,315
130,2022-04-15 16:16:00,2022-04-15 18:00:00,9,3,11,2,31,104,1473,3600,1,2,5073
131,2022-04-16 08:38:00,2022-04-16 09:13:00,12,3,4,1,,35,187,0,,0,187
132,2022-04-17 07:34:00,2022-04-17 12:00:00,5,2,1,2,32,266,2438,0,,0,2438
133,2022-04-18 11:36:00,2022-04-18 12:22:00,9,3,10,1,,46,299,900,3,1,1199
134,2022-04-19 10:24:00,2022-04-19 10:46:00,7,2,2,1,,22,136,0,,0,136
135,2022-04-19 19:16:00,2022-04-19 19:59:00,4,1,4,1,,43,229,0,,0,229
136,2022-04-20 06:51:00,2022-04-20 07:40:00,3,1,8,1,,49,343,0,,0,343
137,2022-04-20 17:48:00,2022-04-20 18:20:00,2,1,8,1,,32,224,0,,0,224
138,2022-04-22 06:35:00,2022-04-22 07:07:00,11,3,5,1,,32,187,0,,0,187
139,2022-04-24 02:08:00,2022-04-24 10:00:00,6,2,4,2,33,472,2517,84000,16,2,86517
140,2022-04-24 12:20:00,2022-04-24 12:48:00,1,1,8,1,,28,196,0,,0,196
141,2022-04-25 20:19:00,2022-04-25 20:57:00,10,3,4,1,,38,203,3200,8,1,3403
142,2022-04-26 11:10:00,2022-04-26 12:08:00,8,2,6,1,,58,309,0,,0,309
143,2022-04-26 15:34:00,2022-04-26 22:00:00,11,3,9,2,34,386,2509,38000,19,1,40509
144,2022-04-26 17:09:00,2022-04-26 20:00:00,3,1,11,2,35,171,2422,16000,13,1,18422
145,2022-04-27 11:17:00,2022-04-27 11:41:00,12,3,6,1,,24,128,0,,0,128
146,2022-04-28 16:54:00,2022-04-28 17:47:00,6,2,9,1,,53,344,4800,7,1,5144
147,2022-04-28 20:21:00,2022-04-28 21:14:00,5,2,2,1,,53,327,0,,0,327
148,2022-04-29 19:27:00,2022-04-29 22:35:00,1,1,2,1,,188,1159,76000,19,2,77159
149,2022-04-30 08:40:00,2022-04-30 09:29:00,2,1,2,1,,49,302,9600,7,2,9902
150,2022-05-01 11:12:00,2022-05-01 11:56:00,4,1,10,1,,44,286,0,,0,286
151,2022-05-02 08:43:00,2022-05-02 09:15:00,9,3,5,1,,32,187,25000,9,2,25187
152,2022-05-02 09:28:00,2022-05-02 10:25:00,3,1,10,1,,57,370,0,,0,370
153,2022-05-02 14:19:00,2022-05-02 15:12:00,7,2,6,1,,53,283,3200,8,1,3483
154,2022-05-02 16:53:00,2022-05-02 19:00:00,4,1,10,2,36,127,826,47000,20,1,47826
155,2022-05-03 21:44:00,2022-05-04 01:31:00,3,1,11,1,,227,3216,55000,17,1,58216
156,2022-05-05 09:24:00,2022-05-05 09:57:00,1,1,3,1,,33,193,60000,18,1,60193
157,2022-05-06 13:19:00,2022-05-06 13:50:00,8,2,7,1,,31,181,0,,0,181
158,2022-05-06 15:21:00,2022-05-06 15:44:00,11,3,3,1,,23,134,4200,6,1,4334
159,2022-05-07 17:48:00,2022-05-08 00:00:00,12,3,1,2,37,372,3410,3200,8,1,6610
160,2022-05-08 10:00:00,2022-05-08 10:23:00,10,3,9,1,,23,150,0,,0,150
161,2022-05-09 16:09:00,2022-05-09 16:58:00,5,2,3,1,,49,286,38000,19,1,38286
162,2022-05-09 16:25:00,2022-05-09 23:00:00,2,1,4,2,38,395,2107,16000,13,1,18107
163,2022-05-10 11:07:00,2022-05-10 11:41:00,6,2,2,1,,34,210,0,,0,210
164,2022-05-10 19:19:00,2022-05-10 20:03:00,2,1,7,1,,44,257,110000,17,2,110257
165,2022-05-11 12:59:00,2022-05-11 13:52:00,12,3,8,1,,53,371,0,,0,371
166,2022-05-12 11:55:00,2022-05-12 12:41:00,9,3,3,1,,46,268,0,,0,268
167,2022-05-12 18:36:00,2022-05-12 19:22:00,3,1,8,1,,46,322,0,,0,322
168,2022-05-14 10:40:00,2022-05-14 15:00:00,6,2,9,2,39,260,1690,0,,0,1690
169,2022-05-14 18:27:00,2022-05-14 19:15:00,7,2,10,1,,48,312,0,,0,312
170,2022-05-14 19:36:00,2022-05-14 20:29:00,4,1,10,1,,53,344,0,,0,344
171,2022-05-15 06:36:00,2022-05-15 15:00:00,10,3,2,2,40,504,3108,0,,0,3108
172,2022-05-15 09:25:00,2022-05-15 13:59:00,7,2,7,1,,274,1598,38000,19,1,39598
173,2022-05-15 12:46:00,2022-05-15 19:32:00,4,1,4,1,,406,2165,3200,8,1,5365
174,2022-05-15 16:12:00,2022-05-15 21:19:00,12,3,10,1,,307,1995,16000,13,1,17995
175,2022-05-16 03:24:00,2022-05-16 12:00:00,1,1,11,2,42,516,7310,12500,9,1,19810
176,2022-05-16 03:32:00,2022-05-16 11:00:00,9,3,4,2,41,448,2389,37000,10,2,39389
177,2022-05-16 08:18:00,2022-05-16 09:03:00,8,2,5,1,,45,262,0,,0,262
178,2022-05-17 20:54:00,2022-05-17 21:24:00,11,3,6,1,,30,160,0,,0,160
179,2022-05-19 12:24:00,2022-05-19 13:04:00,10,3,5,1,,40,233,12500,9,1,12733
180,2022-05-20 06:25:00,2022-05-20 06:52:00,5,2,9,1,,27,176,0,,0,176
181,2022-05-22 19:03:00,2022-05-22 19:44:00,3,1,3,1,,41,239,0,,0,239
182,2022-05-22 20:32:00,2022-05-22 23:40:00,9,3,3,1,,188,1097,1200,4,1,2297
183,2022-05-23 12:23:00,2022-05-23 13:01:00,6,2,6,1,,38,203,0,,0,203
184,2022-05-24 06:31:00,2022-05-24 07:15:00,9,3,8,1,,44,308,0,,0,308
185,2022-05-24 16:18:00,2022-05-24 17:13:00,2,1,10,1,,55,358,0,,0,358
186,2022-05-25 04:12:00,2022-05-25 09:00:00,7,2,5,2,43,288,1680,8700,15,1,10380
187,2022-05-25 04:21:00,2022-05-25 06:00:00,11,3,3,2,44,99,578,16000,13,1,16578
188,2022-05-25 14:22:00,2022-05-25 20:00:00,8,2,10,2,45,338,2197,0,,0,2197
189,2022-05-25 19:05:00,2022-05-25 19:28:00,12,3,8,1,,23,161,25000,9,2,25161
190,2022-05-26 16:27:00,2022-05-26 17:15:00,4,1,10,1,,48,312,9800,14,1,10112
191,2022-05-27 09:37:00,2022-05-27 10:07:00,8,2,2,1,,30,185,22000,11,1,22185
192,2022-05-27 11:49:00,2022-05-27 12:14:00,7,2,4,1,,25,133,16000,13,1,16133
193,2022-05-28 13:45:00,2022-05-28 14:28:00,11,3,4,1,,43,229,0,,0,229
194,2022-05-28 22:54:00,2022-05-29 02:00:00,9,3,4,2,46,186,992,25000,9,2,25992
195,2022-05-29 17:46:00,2022-05-29 18:12:00,1,1,9,1,,26,169,0,,0,169
196,2022-05-29 18:54:00,2022-05-29 19:45:00,10,3,8,1,,51,357,0,,0,357
197,2022-05-30 17:26:00,2022-05-30 17:53:00,5,2,10,1,,27,176,6400,8,2,6576
198,2022-05-31 01:49:00,2022-05-31 07:00:00,6,2,9,2,47,311,2022,9800,14,1,11822
199,2022-06-01 19:50:00,2022-06-02 02:12:00,5,2,2,1,,382,2356,0,,0,2356
200,2022-06-02 10:58:00,2022-06-02 11:27:00,3,1,2,1,,29,179,60000,18,1,60179
201,2022-06-03 08:19:00,2022-06-03 08:58:00,9,3,6,1,,39,208,16000,13,1,16208
202,2022-06-04 08:28:00,2022-06-04 12:00:00,1,1,8,2,48,212,1484,0,,0,1484
203,2022-06-05 06:22:00,2022-06-05 07:18:00,6,2,9,1,,56,364,0,,0,364
204,2022-06-05 07:14:00,2022-06-05 08:13:00,12,3,10,1,,59,384,4200,6,1,4584
205,2022-06-05 17:08:00,2022-06-05 17:34:00,2,1,5,1,,26,152,22000,11,1,22152
206,2022-06-07 14:33:00,2022-06-07 15:04:00,4,1,10,1,,31,202,0,,0,202
207,2022-06-07 19:51:00,2022-06-08 01:24:00,6,2,9,1,,333,2164,38000,19,1,40164
208,2022-06-08 00:07:00,2022-06-08 02:00:00,12,3,4,2,50,113,603,0,,0,603
209,2022-06-08 02:00:00,2022-06-08 07:00:00,3,1,10,2,49,300,1950,0,,0,1950
210,2022-06-08 16:56:00,2022-06-08 17:32:00,8,2,4,1,,36,192,0,,0,192
211,2022-06-09 17:56:00,2022-06-09 18:26:00,7,2,3,1,,30,175,0,,0,175
212,2022-06-10 04:21:00,2022-06-10 07:00:00,5,2,2,2,51,159,980,1800,3,2,2780
213,2022-06-10 19:16:00,2022-06-10 20:11:00,1,1,3,1,,55,321,4200,6,1,4521
214,2022-06-10 21:59:00,2022-06-10 22:41:00,11,3,2,1,,42,259,55000,17,1,55259
215,2022-06-11 14:24:00,2022-06-11 18:00:00,11,3,10,2,52,216,1404,6400,8,2,7804
216,2022-06-12 06:00:00,2022-06-12 06:38:00,5,2,6,1,,38,203,84000,16,2,84203
217,2022-06-12 09:45:00,2022-06-12 10:43:00,10,3,2,1,,58,358,0,,0,358
218,2022-06-12 13:29:00,2022-06-12 18:00:00,4,1,6,2,53,271,1445,32000,13,2,33445
219,2022-06-15 08:48:00,2022-06-15 09:46:00,9,3,2,1,,58,358,0,,0,358
220,2022-06-16 20:46:00,2022-06-16 21:41:00,3,1,9,1,,55,358,4200,6,1,4558
221,2022-06-17 10:10:00,2022-06-17 11:03:00,4,1,9,1,,53,344,0,,0,344
222,2022-06-17 15:46:00,2022-06-17 16:21:00,2,1,6,1,,35,187,0,,0,187
223,2022-06-18 17:59:00,2022-06-18 23:00:00,9,3,4,2,54,301,1605,55000,17,1,56605
224,2022-06-19 13:56:00,2022-06-19 14:38:00,6,2,2,1,,42,259,38000,19,1,38259
225,2022-06-19 15:19:00,2022-06-19 15:44:00,12,3,9,1,,25,162,44000,11,2,44162
226,2022-06-20 12:30:00,2022-06-20 13:20:00,11,3,10,1,,50,325,42000,16,1,42325
227,2022-06-20 18:21:00,2022-06-21 03:00:00,2,1,4,2,55,519,2768,6400,8,2,9168
228,2022-06-21 19:43:00,2022-06-22 02:00:00,10,3,1,2,56,377,3456,4800,7,1,8256
229,2022-06-21 21:55:00,2022-06-22 05:00:00,6,2,11,2,57,425,6021,0,,0,6021
230,2022-06-22 10:08:00,2022-06-22 10:33:00,10,3,4,1,,25,133,0,,0,133
231,2022-06-22 17:08:00,2022-06-22 17:48:00,7,2,9,1,,40,260,0,,0,260
232,2022-06-22 19:26:00,2022-06-22 20:03:00,8,2,4,1,,37,197,900,3,1,1097
233,2022-06-23 07:05:00,2022-06-23 07:28:00,1,1,7,1,,23,134,1800,1,1,1934
234,2022-06-26 14:25:00,2022-06-26 15:12:00,5,2,3,1,,47,274,0,,0,274
235,2022-06-26 17:30:00,2022-06-26 20:00:00,11,3,10,2,58,150,975,25000,9,2,25975
236,2022-06-26 18:51:00,2022-06-26 19:39:00,9,3,5,1,,48,280,0,,0,280
237,2022-06-29 13:14:00,2022-06-29 14:02:00,3,1,9,1,,48,312,0,,0,312
238,2022-06-30 20:37:00,2022-06-30 21:04:00,4,1,6,1,,27,144,0,,0,144
239,2022-07-01 08:11:00,2022-07-01 08:55:00,2,1,5,1,,44,257,0,,0,257
240,2022-07-01 10:55:00,2022-07-01 11:48:00,11,3,10,1,,53,344,0,,0,344
241,2022-07-01 20:02:00,2022-07-01 20:32:00,12,3,2,1,,30,185,0,,0,185
242,2022-07-03 00:44:00,2022-07-03 07:00:00,7,2,10,2,59,376,2444,0,,0,2444
243,2022-07-03 08:23:00,2022-07-03 09:17:00,6,2,9,1,,54,351,0,,0,351
244,2022-07-04 06:38:00,2022-07-04 08:00:00,8,2,3,2,60,82,478,0,,0,478
245,2022-07-05 12:44:00,2022-07-05 13:38:00,8,2,10,1,,54,351,0,,0,351
246,2022-07-06 08:38:00,2022-07-06 09:19:00,10,3,10,1,,41,266,0,,0,266
247,2022-07-07 20:17:00,2022-07-07 21:02:00,1,1,3,1,,45,262,0,,0,262
248,2022-07-07 21:05:00,2022-07-07 21:33:00,5,2,2,1,,28,173,0,,0,173
249,2022-07-10 16:17:00,2022-07-10 16:40:00,9,3,2,1,,23,142,0,,0,142
250,2022-07-11 05:22:00,2022-07-11 12:00:00,9,3,10,2,61,398,2587,47000,20,1,49587
251,2022-07-11 07:05:00,2022-07-11 08:01:00,4,1,6,1,,56,299,0,,0,299
252,2022-07-12 12:03:00,2022-07-12 20:00:00,5,2,5,2,62,477,2782,0,,0,2782
253,2022-07-13 10:19:00,2022-07-13 10:59:00,6,2,9,1,,40,260,4200,6,1,4460
254,2022-07-13 10:35:00,2022-07-13 11:17:00,2,1,10,1,,42,273,0,,0,273
255,2022-07-13 18:46:00,2022-07-13 19:09:00,3,1,3,1,,23,134,8700,15,1,8834
256,2022-07-13 20:53:00,2022-07-13 23:00:00,1,1,7,2,63,127,741,0,,0,741
257,2022-07-14 16:17:00,2022-07-14 19:00:00,3,1,8,2,64,163,1141,3200,8,1,4341
258,2022-07-14 20:03:00,2022-07-14 20:39:00,12,3,10,1,,36,234,47000,20,1,47234
259,2022-07-15 14:47:00,2022-07-15 15:24:00,11,3,4,1,,37,197,0,,0,197
260,2022-07-15 15:30:00,2022-07-15 23:00:00,7,2,2,2,65,450,2775,19500,12,1,22275
261,2022-07-16 19:25:00,2022-07-16 20:05:00,7,2,9,1,,40,260,60000,18,1,60260
262,2022-07-17 14:47:00,2022-07-17 15:19:00,5,2,10,1,,32,208,0,,0,208
263,2022-07-18 18:16:00,2022-07-18 18:52:00,8,2,2,1,,36,222,0,,0,222
264,2022-07-18 19:35:00,2022-07-18 20:08:00,1,1,9,1,,33,215,0,,0,215
265,2022-07-19 01:07:00,2022-07-19 08:00:00,12,3,9,2,66,413,2684,3200,8,1,5884
266,2022-07-19 06:37:00,2022-07-19 14:13:00,11,3,7,1,,456,2660,3500,5,1,6160
267,2022-07-20 15:22:00,2022-07-20 15:58:00,10,3,8,1,,36,252,0,,0,252
268,2022-07-21 06:57:00,2022-07-21 07:42:00,9,3,5,1,,45,262,0,,0,262
269,2022-07-21 20:35:00,2022-07-22 04:07:00,2,1,4,1,,452,2411,1800,3,2,4211
270,2022-07-22 19:30:00,2022-07-22 22:00:00,2,1,8,2,67,150,1050,0,,0,1050
271,2022-07-24 20:45:00,2022-07-24 21:40:00,6,2,5,1,,55,321,0,,0,321
272,2022-07-25 09:58:00,2022-07-25 16:00:00,6,2,2,2,68,362,2232,42000,16,1,44232
273,2022-07-25 12:22:00,2022-07-25 20:00:00,4,1,8,2,69,458,3206,0,,0,3206
274,2022-07-25 20:50:00,2022-07-25 21:45:00,3,1,5,1,,55,321,0,,0,321
275,2022-07-26 10:31:00,2022-07-26 11:12:00,12,3,9,1,,41,266,0,,0,266
276,2022-07-27 01:13:00,2022-07-27 06:00:00,11,3,8,2,70,287,2009,9600,7,2,11609
277,2022-07-27 10:41:00,2022-07-27 11:39:00,2,1,6,1,,58,309,42000,16,1,42309
